ATTRIBUTES:

Attribute #1:
Attribute #2:Test
Attribute #3:dev1
Attribute #4:PASSED
SETUP:IV  12/06/2023  01:17:52
DATE:12/06/2023
TIME:01:17:52

CONDITIONS:

ID:	D	
UNIT:	SMU1	
MODE: STEP	
START:	0	
STOP:	5	
PNTS:	6	
STEP:	1

ID:	G	
UNIT:	SMU3	
MODE: SWEEP	
START:	-0.1	
STOP:	0.7	
PNTS:	81	
STEP:	0.01

ID:	S	
UNIT:	SMU4	
START:	0	
STOP:	1	
PNTS:	1	
	STEP:	0

DATA:  IV  12/06/2023  01:17:52

ID	ID2	ID3	ID4	ID5	ID6	VG
-2.23800000E-004	7.60020000E-004	2.61350000E-003	6.37600000E-003	1.32950000E-002	2.49600000E-002	3.90000000E-001
-2.36500000E-004	7.61870000E-004	2.59760000E-003	6.33550000E-003	1.32050000E-002	2.48050000E-002	4.00000000E-001
-2.47110000E-004	7.61270000E-004	2.57960000E-003	6.29400000E-003	1.31050000E-002	2.46550000E-002	4.10000000E-001
-2.59250000E-004	7.63120000E-004	2.56550000E-003	6.25510000E-003	1.30150000E-002	2.45150000E-002	4.20000000E-001
-2.70710000E-004	7.65050000E-004	2.55000000E-003	6.21460000E-003	1.29250000E-002	2.43610000E-002	4.30000000E-001
-2.82850000E-004	7.67470000E-004	2.53650000E-003	6.17410000E-003	1.28300000E-002	2.42150000E-002	4.40000000E-001
-2.96950000E-004	7.70450000E-004	2.52350000E-003	6.13450000E-003	1.27400000E-002	2.40600000E-002	4.50000000E-001
-3.11400000E-004	7.73160000E-004	2.50950000E-003	6.09560000E-003	1.26550000E-002	2.39150000E-002	4.60000000E-001
-3.26650000E-004	7.77390000E-004	2.49510000E-003	6.05850000E-003	1.25650000E-002	2.37750000E-002	4.70000000E-001
-3.42950000E-004	7.80400000E-004	2.48460000E-003	6.01910000E-003	1.24800000E-002	2.36300000E-002	4.80000000E-001
-3.56700000E-004	7.84810000E-004	2.47100000E-003	5.98450000E-003	1.24000000E-002	2.34950000E-002	4.90000000E-001
-3.75450000E-004	7.90270000E-004	2.46000000E-003	5.94660000E-003	1.23150000E-002	2.33450000E-002	5.00000000E-001
-3.95950000E-004	7.93990000E-004	2.44950000E-003	5.91210000E-003	1.22300000E-002	2.32110000E-002	5.10000000E-001
-4.16650000E-004	8.00310000E-004	2.43850000E-003	5.87750000E-003	1.21500000E-002	2.30660000E-002	5.20000000E-001
-4.38660000E-004	8.05650000E-004	2.42900000E-003	5.84240000E-003	1.20700000E-002	2.29250000E-002	5.30000000E-001
-4.61800000E-004	8.13250000E-004	2.41950000E-003	5.80860000E-003	1.19900000E-002	2.27850000E-002	5.40000000E-001
-4.86260000E-004	8.20160000E-004	2.41050000E-003	5.77710000E-003	1.19100000E-002	2.26550000E-002	5.50000000E-001
-5.12960000E-004	8.26720000E-004	2.40550000E-003	5.74450000E-003	1.18250000E-002	2.25150000E-002	5.60000000E-001
-5.40940000E-004	8.36460000E-004	2.39750000E-003	5.71150000E-003	1.17550000E-002	2.23750000E-002	5.70000000E-001
-5.71310000E-004	8.43760000E-004	2.38850000E-003	5.68100000E-003	1.16750000E-002	2.22410000E-002	5.80000000E-001
-6.03170000E-004	8.52790000E-004	2.38410000E-003	5.65100000E-003	1.16000000E-002	2.21100000E-002	5.90000000E-001
-6.36610000E-004	8.62870000E-004	2.37850000E-003	5.62100000E-003	1.15200000E-002	2.19760000E-002	6.00000000E-001
-6.72010000E-004	8.71750000E-004	2.37410000E-003	5.59260000E-003	1.14500000E-002	2.18400000E-002	6.10000000E-001
-7.08250000E-004	8.80960000E-004	2.36800000E-003	5.56350000E-003	1.13750000E-002	2.17100000E-002	6.20000000E-001
-7.47800000E-004	8.91420000E-004	2.36250000E-003	5.53510000E-003	1.13100000E-002	2.15750000E-002	6.30000000E-001
-7.88660000E-004	9.01910000E-004	2.35800000E-003	5.50600000E-003	1.12400000E-002	2.14450000E-002	6.40000000E-001
-8.33000000E-004	9.14210000E-004	2.35610000E-003	5.48200000E-003	1.11700000E-002	2.13200000E-002	6.50000000E-001
-8.77500000E-004	9.25450000E-004	2.35200000E-003	5.45550000E-003	1.11000000E-002	2.11950000E-002	6.60000000E-001
-9.23510000E-004	9.36510000E-004	2.35000000E-003	5.43210000E-003	1.10400000E-002	2.10700000E-002	6.70000000E-001
-9.72510000E-004	9.49000000E-004	2.34700000E-003	5.40710000E-003	1.09750000E-002	2.09460000E-002	6.80000000E-001
-1.02250000E-003	9.62910000E-004	2.34500000E-003	5.38210000E-003	1.09100000E-002	2.08210000E-002	6.90000000E-001
-1.07400000E-003	9.76050000E-004	2.34350000E-003	5.35750000E-003	1.08400000E-002	2.07000000E-002	7.00000000E-001

TEST RESULTS:  IV  12/06/2023  01:17:52


